N0;Komentar;
923;saya suka dengan aplikasi ini ... meskipun ada kendala sedikit tpi itupun bukan kesalahan dri aplikasi ini melainkan hp saya yang kurang memadai ... pokoknya recomended banget dah ini appnya ... trimakasih tokopedia ...;
924;"bagus. bisa lacak dari pemesanan hingga barang sampai ditempat. ada fitur komplain, saya suka itu. cuman ongkirr masih terbilang mahal untuk kalimantan";
925;Mantap Sih. cuma perlu dibuatkan tampilan yang memudahkan dalam berbelanja ( misal pilihan kurir lebi deteil. dan proses berbelanja dipermudah langkahnya. Seperti Buka Lapak lebih mudah.;
926;"masih belum terbukti, saya sudah membeli barang tapi hadiahnya belum ada sampai sekarang";
927;apakah yakin setelah update aplikasi bisa lebih baik? mudah2an aplikasinya tidak ada malware.;
928;yg punya tokopedia tolong di perbaiki lg donk..malu lah sama umur.. kecewakan org trus bisa y. ini uang saya blm di proses juga. emg gk besar sih. tolong cpt di proser ini mah malah nunggu kagak jelas..;
929;"malas undian undian ada tapi gak bsa dipakai mending gak usah,ada poimt point atau undian.saya dari dulu gk percaya yg namanya undian ibarat nyenengin entah kapan mobil motor atau apalah dari tokopedia. ini pendapat saya loh.... bukan pendapat ornag lain.";
930;"Saya memesan barang ditokopedia tapi pada saat saya masuk ke pilih pembayaran, untuk mengklik pilihan metode pembayarannya tidak bisa, saya klik ovo gak bisa, saya klik transfer bank juga gak bisa bisa.. mohon bantuannya karena tokopedia adalah favorite saya. terima kasih";
931;makin berat aja aplikasi ini...lemot nya minta ampun ....udah gitu uang hasil penjualan tidak bisa di pake buat bayar tokped itu sendiri....bonus bisa di pakai dengan persyaratan yang tidak masuk akal.....padahal belnja saya banyak di sini.;
932;"Pembayaran sangat mudah. Tampilan bagus, tidak bikin bingung. Tokped best place to shop.";
933;saya mau menggunakan saldo saya dan saya sudah memasukan kode untuk menggunakan saldo saya tapi kenapa tidak bisa / tidak valid ... bagaimana caranya untuk mengganti kode untuk membuka saldo saya ??? .... tolong dong ya di jawab ???? soalnya saldo saya ada banyak;
934;"udah di update, tapi selalu ga bisa cairin saldo ke rekening lewat aplikasi. harus lewat web terus.";
935;"toko pedia pelayanannya sangat memuaskan.kami adalah pelanggan setia toko pedia, smoga makin banyak aja diskonnya";
936;"untuk etimasi pesanan hrusnya ckup 1x24jam,, dan expedisi pngiriman kurang uptudate. d tempat saya udah smua expedisi masuk k saya. cmn ko ni yg masuk pos aj! update d";
937;belum ada pengalaman yg menarik dari tokopedia katanya daoat kupon bonus eh..malah setelah meng instal aplikasinya ..ga tahu hrs gmna langkah selanjutnya..mending di hapus lagi.;
938;"tokopedia is the best solusi belanja keluarga,harga lebih murah,proses cepat diantar tepat akurat tepat tanpat cacat??";
939;gus deh aplikasi nya....memudahkan kita berbelanja barang yang sulit d temukan d swkitar qta......tinggal duduk manis saja d dalam rumah...dan barang datang deh......terimakasih tokopedia;
940;"Tampilan yang mudah dimengerti, belum pernah ada keluhan, semoga tidak";
941;"tokopedia membantu segala urusan shoping jadi mudah dan aman jempol pokonya beli barang apa aja jadi mudah ,,,";
942;Aplikasi Belanja Online terlengkap. One Stop Online Shop in Indonesia;
943;sangat membantu. cukup berdiam di rumah dan kita bisa dapatkan apa yang kita mau;
944;"bagus barang-barang nya pada murah meriah dan banyak undian,tapi terkadang susah masuk ke apk nya,padahal jaringan full,tapi saya tetap senang";
945;"dulu saya sempat kecewa dg pelayanan tokped, tp skrg Alhamdulillah balik lg kesini harga murah bersaing dg aplikasi sebelah ??";
946;"selama belanja di tokopedia baru kali ini setiap mau bayar nomer rekrening salah, diulang besoknya lagi, masih aja kayak gitu,, diulang lagi masih aja sama, tolong diperbaiki don";
947;SANGAT MEMBANTU MENDEKATKAN JARAK ANTARA PEMBELI DAN PENJUAL.....BRAVO TOKOPEDIA !!!!;
948;"Sejauh ini aplikasi tokopedia sangat membantu saya sbg reseller. Saya alhamdulilah sudah mendapatkan laba sekitar 1 juta stlh menjadi reseller selama 3 tahun, dg catatan saya sbg pelajar. Namun yg saya keluhkan sebagai reseller itu, kenapa saldo toped yg saldo penghasilan tdk bisa digunakan utk bertransaksi kembali? Kalau pun bisa diambil lewat transfer, tmbahin opsi TRANSFER to OVO ya minnn. Nanti klo udah ada fitur itu saya akan kasih bintang 10 buat toped";
949;"toped tolong pengambilan saldo / penggunaan dana saldo krn transaksi cancel otomatis dipermudah dong. saldo sampai jutaan rupiah menurut saya lumayan banyak dan takut hangus. setiap mau menggunakan dana dr saldo utk belanja / tarik sll bermasalah jd ga bs diambil/digunakan lg, udh klik lgsg sistem eror dan terhenti / tdk tersedia jaringan. udh hub customor care tokopedia katanya lg ada perbaikan sistem dan ga tau sampai kpn sistem tokopedia bisa lancar kembali. tlg dong demi kenyamanan pelanggan.";
950;"bebas power merchant tapi potongan 1% lumayan merugikan saya sebagai seller menjual produk dengan harga jutaan. mending bayar tiap bulan 199k untuk power merch sebulan, tai, ngambil untungnya gede banget";
951;Knp pihak toped tdk menyediakan CS by phone atau live chat di aplikasi nya? krn pusat bantuan tdk sllu sesuai dg kondisi setiap pelanggan. spt yg sy alami kmrn komplain pembelian krn jaringan internet tdk stabil sy bisa membaca pesan dr pusat bantuan tp sy tidak bisa membalas pesannya sehingga akhirnya komplainan sy tdk tertangani krn spt saat ini ketika ada kendala tdk bs menghapus brg di keranjang & jg tdk bisa chekout. sllu muncul tulisan maaf sdg gangguan tp sampai berhari2 msh ga bisa j;
952;"kenapa akun saya tidak bisa masuk melalui uc browser,,,kode sms verifikasi sudah bolak balik dikirim dan sudah saya masuk kan,,,tapi kenapa tidak bisa masuk juga,,selalu muncul kode verifikasi tidak cocok.. PAYAH";
953;tolong untuk fitur tukar tambah hp banyak bug yang perlu di perbaiki. ketika mau masukan data ktp tidak bisa. otomatia berhenti layananya;
954;"knp akhir2 ini susah sekali klu mau buka toped? seperti tidak ada jaringan internet, padahal di buat buka yg lain bisa";
955;"kemarin saya hapus, aplikasinya, terus pas mau install lagi malah force close terus. ini kenapa ya??? saya mau beli barang jadi terganggu";
956;ok lah... cuma harusnya toko yg sering nipu atau gk sesuai kiriman barangnya lebih baik jngan di tampilkan di branda paling atas;
957;apk nya si bagus tapi akan lebih bagus lagi kalau ada metode pembayaran cod?? .saran aja;
958;aplikasinya mudah dipahami dan barang2 nya jga bagus2..tpi msih bingung bgaimana mendapatkan mandiri virtual account;
959;"Ribet Harus Pakai OVO OVO segala?? Biasanya sy Berlangganan untuk TOKEN LISTRIK PLN,DATA SELULER,PULSA,VOUCHER GAME Di Tokopedia dengan Saldo Hasil Penjualan(Saat Masih Mudah).... Semenjak ada OVO Ribett.. sy tdk dpt menggunakan Saldo Hasil Penjualan... Alhasil Berlangganan Ke sebalah aja deh.... BISA PAKAI SALDO HASIL PENJUALAN";
960;"makasih Tokopedia sudah melayani dengan b aik ??, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks Tokopedia";
961;katanya call center 24 jam..tpi di hubingin g pernah di angkat..??;
962;Aplikasi ku suka ya Tokopedia... Sukses selalu ya dan kalo bisa voucher jgn pake minimal pembelian.. Thx u admin;
963;"Memudahkan untuk berbelanja, tapi akhir2 ini ada masalah di pembayaran. saya tidak bisa melakukan transaksi pembayaran.";
964;Kenapa saya tidak bisa melakukan proses pembayaran??? Sudah upgrade aplikasi ke versi terbaru tetap saja tidak bisa melakukan proses pembayaran.;
965;"belanja jadi lebih nyaman,simpel and praktis ...sayang ya untuk pinjaman mini dan jumbo kurang banget bagusnya,..tolong donk di tingkatin lagi..tank,s your apllication ,responsif untuk pinjol ya..ok";
966;"satu aja krna pesanan saya tdk nyampai ketangan saya, saya minta pihak toko pedia kembalikan uang saya segera.";
967;sangat respon terhadap pengiriman maupun komplain banyak bonus voucer .. tp terlalu berbelit2 andainya saya kasi komen atas pengiriman sehingga banyak yang saya batal kan untuk komen yang tertera di halaman laporan kiriman itu saja yang jadi kendala.. adapun yang lainya good job.. terus harapn saya kedepan nya selektif terhadap pelapak yang masuk di tokopedia.. adakalanya ada lapak yang kurang respon terhadap keluhan tapi gak banyak sih.. untuk itu saya lebih nyaman belanja online di tokopedia;
968;apa yg hrs sy perbuat..dgn hadiah yg kt nya utk sy..mana buktinya hadiah..hp x s ;
969;"Koordinasi antara pembeli dan penjual cepat, keamanan pembayaran dan pengiriman barang terjamin. Mantap bro.";
970;"aplikasi tidak berjalan lancar scrool macet macet gambar tidak terbuka mohon di perbaiki, nanti di tambah bintang lagi";
971;bgs.sy bingung tiap hr dpt info bgn. ktnya sy dpt hadiah. tp hrs menginstal tokopedia. lah sy udah ada jd sy bingung. g tau hrs gmn.;
972;"tolong tokopedia ditambahkan lagi fitur COD agar yang tidak punya rekening bang ataupun ovo cash, tetap bisa berbelanja sebagaimana mestinya, nanti saya akan tambahkan lagi bintangnya terimakasih.";
973;per 1 juli update ini. sangat merugikan kita sebagai penjual. produk yg dijual akan dipotong 1%. jika sy jual grosiran 100juta maka akan dipotong 1jt (1%) nya. untg kita sbgai penjual ud tipis makin tipis. keenakan tokop*dianya# kecewa;
974;"minta transaksi bisa lewat briva BNI, atau atm BNI. BRI. terima kasih. saya transaksi beli barang adanya BCA mobile, BCA. kenapa BRI, BNI tidak ada maaf";
975;kalau habis diupdate kudu nunggu seminggu br bs transaksi. tolong diperbaiki ya bug nya. repot kalo dr pc kupon free ongkir gk berlaku;
976;aplikasi jualan paling oke. yang butuh jasa edit foto produk & cetak album kolase. mampir dan liat liat dietalase saya Yan Photography;
977;"pengalaman beli 2 kali aman semua,trimakasih tokopedia??, tapi tetap waspada,liat dulu profil penjual dan ulasannya,trimakasih??";
978;"harga nya luar biasa, datang barang nya tepat waktu gak pake lama, asli puas nya belanja di tokopedia...Moga tokopefia menyediakan saldo yg bisa belanja dulu bayar nya belakangan biar lbh enjoy belanja nya";
979;"sblm nya saya mesen lcd+tc, dan saya sudah melakukan pemabayaran via indomart, namun pemesanan, saya dibatalkan dgn alasan barang tdk sampe² padahal udh pake sicepar jasa pengirimanya, trs dananya saya tarik lagi, tapi pas dicek dipesan sudah berhasil, saya cek saldo atm ko blm bertambah ya ? mohon bantuanya";
980;"kebutuhan primer dan sekunder tersedia, sangat membantu & bermanfaat.";
981;Semenjak ada paylater saya merasa terbantu & senang belanja online ditokopedia. tingkatkan terus pelayanannya & kalau bisa voucher gratis ongkirnya diperbanyak.;
982;"Pembayaran BPJS selalu gagal. Jika kita bayar menggunakan kode referral teman, pembayaran yang tersedia hanya BCA dan kartu kredit. Saya juga kurang suka ketika memilih kurir karena harus memilih waktu pengiriman terlebih dahulu baru jasa kurirnya. Saya lebih suka memilih jasa kurirnya langsung.";
983;"tolong saldo tokopedia pay nya di update, agar bisa digunakan untuk membayar tagihan. terima kasih";
984;Kenapa saya daftar pakai Fb tidak kena-kena! Harap di perbaiki. Olok kuota ajah orang udah donwload jga dan kol lola sekali tidak ada gmbar. padahal jaringan kenceng apk lain kena kok lancar:'(;
985;"dlu sich lancar2 aja.. sejak tdi mlm (27/6/2019) pukul 7 dan pagi ini jga saat melakukan pembayaran dng BCA Virtual Account, no response gitu, BACK menu jga tidak bisa, pilih pembayaran lainnya ada response tpi posisi tetap di halaman yg sama.. ada apa yaa Tokopedia skrg..? mohon penjelasannya dan difollow up prbaikannya demi kelancaran bertransaksi di online shop yg ternama ini.. thx anyway";
986;"lnformasi runtun perjalanan pengiriman barang tidak dapat dipantau, yg ada hanya pembayaran, proses, dikirim, dan tiba. serta proses oleh penjual lamban.";
987;"sy jd ga ngerti awalnya wa ultah bagi kuota 20 gb secara cuma"" setelah sy ikuti petunjuk.. kok larinya suruh instal aplikasi tokopedia.. ini apa maksudnya.. tlg kasi penjelasan sy mksh";
988;"notifikasi selalu masuk, tp kenapa ya aplikasi tdk dpt di akses & sering troble???";
989;"belanja di tokopedia tidak pernah mengecewakan, barang yang dipesan mutunya baik dan dikirim dengan cepat";
990;gimana caranya biar mudah belanja oline...saya baru mau pake aplikasi ini. Terimakasih;
991;"baik, cuma lebih bagus lagi jika suport pengembalian produk jika produk dikirim tidak sesuai oleh seller. kemaren saya beberapa kali mendapat produk yang dikirim tidak sesuai pesanan, mau dikembalikan terkendala ongkir, seperti aplikasi Lazada pengembalian barang ditanggung sama pihak Lazada jd kuta enak jika ingin mengembalikan barang yang tidak sesuai pesanan";
992;sangat membantu dan bertanggungjawab atas apa yang kita order. Tokopedia mantap;
993;"sya mau tnya sya sudah melakukan pembayaran pemesanan, knpa status pemesanan saya masih menunggu konfirmasi, sya sudah membayar nya dari kemaren, dan knpa sampai saat ini masih saja menunggu konfirmasi, mohon di percepat proses nya, dulu tokopedia tidak lelet seperti ini";
994;" terlalu sering ganti user interface, dikiranya bagus tapi kenyataannya banyak bug dan bikin pembeli maupun penjual mikir terus tiap buka tokopedia. bukannya lebih user friendly malah jadi tambah repot untuk mempelajari tampilan baru. jujur lebih suka interface yang lama. saya ga ngerti ini interface baru ada nambah fitur apa? cuma nambah pusing doang, fiturnya ga upgrade juga kok. mau upload barang bug varian dimana-mana. TOLOLPEDIA";
995;sangat menguntungkan bagi masyrakat pd umumnya krn disamping harga yg trjangkau jg tanpa ongkir lagi trima kasih tokopedia pokoknya masyarakat pada umumnya sangat suka dengan inovasi dari tokopedia cukup dengan memesan secara online barang diantar sampai tujuan pemesannya.??;
996;semenjak di upgrade.. tdk ada kolom deskripsi untuk kita tulis sesuai apa yg kita mau.. jd agak repot harus kirim invoice dulu by chat ke pelapak agar di kirim warna/model yg kita mau;
997;terima kasih atas hadiah ya toko pedia semoga semakin sukses dan semakin bermanfaat untuk bangsa & negara ini REPUBLIK INDONESIA amin;
998;Apa betul sy dapat hadiah hp.?? Atau cuma main-mainan aja???;
999;"mantap belanja ditoped selalu puas dengan kwalitas barang yang bgus dan original,juga vocer cashback yang diberikan sangat bermanfaat untuk beli keperluan diovo point,hanya sayangnya semangkin kcl % yang diberikan,tp lumayan lah !tidak seperti dilapak sebelah blokir akun orang tanpa penjelasan yang jelas,udah itu poin yg didapatkan tdk bisa dipakai(hangus).semoga toped semangkin berjaya salam sukse";
1000;"tokopedia mantap ! aplikasinya user friendly, pesanan barang cepat diproses, thanks";
1001;sebelumnya saya kasih 4?.... sekarang saya naikkan jadi 5? karena Tokopedia terus meningkatkan layanannya.;
1002;"ini servernya kenapa sih ?? kok saya pengen pake voucher selalu gak bisa, alesannya terjadi kesalahan pada server. tolong dong konfirmasi toped nya ini kenapa. saya mau belanja pake voucher kok gak bisa?";
1003;"sangat bagus, tolong tambahkan opsi penghapusan riwayat pemesanan yang sudah lama, overall good job";
1004;plus minus lah ada siang ada malam.. ada uang mau beli apa aja ada.. trus saya mau beli apa ya? bingung gak cukup duitnya bagi duit lah buat belanja.. Kan tokped duitnya banyak ayo lah admin.. please bagi duit;
1005;Lancar jaya. Sudah kembali normal dari crash sebelumnya setelah saya uninstall lalu restart hp terus instal lagi. Terimakasih toped atas perhatian keluhan saya;
1006;"byk barang murah ..kalo bisa buat ongkir lebih besar potonganny..biar lebih hemat,";
1007;"menurut saya Tokopedia tempat blanja terbaik, lebih baik lagi klu ada pembayaran di tempat";
1008;untuk mencari barang-barang yang di butuhkan semua nya ada di tokopedia;
1009;"bagus..gampang cari2 barang, murah, simpel, tinggal tunggu drmh..barang sampai";
1010;"sangat terbantu dengan aplikasi ini,tampilan menunya sangat bagus jadi tidak keder....thanks tokopedia";
